Dates,KATE US Equity,KBH US Equity,KDP US Equity,KEY US Equity,KEYS US Equity,KHC UW Equity,KIM US Equity,KLAC UQ Equity,KLAC UW Equity,KMB US Equity,KMI US Equity,KMRTQ US Equity,KMX US Equity,KO US Equity,KR US Equity,KRB US Equity,KRFT UW Equity,KRI US Equity,KSE US Equity,KSS US Equity,KSU US Equity,L US Equity,LDG US Equity,LDOS US Equity,LDWIF US Equity,LEG US Equity,LEHMQ US Equity,LEN US Equity,LHX US Equity,LIN US Equity,LKQ UW Equity,LLTC UQ Equity,LLTC UW Equity,LLY US Equity,LM US Equity,LMT US Equity,LNC US Equity,LNT US Equity,LNT UW Equity,LO US Equity,LOW US Equity,LPX US Equity,LRCX UW Equity,LUMN US Equity,LUV US Equity,LVLT US Equity,LVS US Equity,LW US Equity,LXK US Equity,LYB US Equity,M US Equity,MA US Equity,MAA US Equity,MAC US Equity,MAR US Equity,MAR UW Equity,MAS US Equity,MAT US Equity,MAT UW Equity,MBI US Equity,MCD US Equity,MCHP UW Equity,MCK US Equity,MCO US Equity,MDLZ US Equity,MDLZ UW Equity,MDP US Equity,MDRIQ US Equity,MDT US Equity,MEE US Equity,MEL US Equity,MER US Equity,MET US Equity,META UW Equity,MFE US Equity,MGM US Equity,MHK US Equity,MHS US Equity,MIRKQ US Equity,MJN US Equity,MKC US Equity,MKG US Equity,MKTX UW Equity,MLM US Equity,MMM US Equity,MNKKQ US Equity,MNST UW Equity,MO US Equity,MOLX UQ Equity,MOLX UW Equity,MOS US Equity,MPC US Equity,MRK US Equity,MRO US Equity,MRSH US Equity,MS US Equity,MSCI US Equity,MSFT UQ Equity,MSFT UW Equity,MSI US Equity,MTB US Equity,MTD US Equity,MTG US Equity,MTLQQ US Equity,MTW US Equity,MU US Equity,MU UW Equity,MUR US Equity,MWI US Equity,MWV US Equity,MWW US Equity,MWW UQ Equity,MWW UW Equity,MXIM UQ Equity,MXIM UW Equity,MYL US Equity,MYL UW Equity,MZIAQ US Equity,NAV US Equity,NAVI UW Equity,NBL US Equity,NBR US Equity,NBR UA Equity,NC US Equity,NCC US Equity,NCE US Equity,NCLH US Equity,NDAQ UW Equity,NEBLQ US Equity,NEE US Equity,NEM US Equity,NFB US Equity,NFLX UW Equity,NFX US Equity,NGH US Equity,NI US Equity,NKE US Equity,NKTR UW Equity,NLSN US Equity,NMK US Equity,NOC US Equity,NOV US Equity,NOVL UQ Equity,NOVL UW Equity,NRG US Equity,NRTLQ US Equity,NSC US Equity,NTAP UQ Equity,NTAP UW Equity,NTRS UQ Equity,NTRS UW Equity,NUE US Equity,NVDA UQ Equity,NVDA UW Equity,NVR US Equity,NWL US Equity,NWL UW Equity,NWS UW Equity,NWSA UW Equity,NXTL UQ Equity,NYT US Equity,O US Equity,OAT US Equity,OI US Equity,OK US Equity,OKE US Equity,OMC US Equity,OMX US Equity,ORCL US Equity,ORCL UQ Equity,ORCL UW Equity,ORLY UW Equity,ORX US Equity,OWENQ US Equity,OXY US Equity,PALM UQ Equity,PARA US Equity,PARA UA Equity,PAYX UQ Equity,PAYX UW Equity,PBCT UW Equity,PBG US Equity,PBI US Equity,PCAR UQ Equity,PCAR UW Equity,PCG US Equity,PCH US Equity,PCP US Equity,PDCO UQ Equity,PDCO UW Equity,PDG US Equity,PEG US Equity,PEP US Equity,PEP UW Equity,PETM UW Equity,PFE US Equity,PFG US Equity,PFG UW Equity,PG US Equity,PGL US Equity,PGR US Equity,PH US Equity,PHM US Equity,PKG US Equity,PLD US Equity,PM US Equity,PMCS UQ Equity,PMCS UW Equity,PNC US Equity,PNR US Equity,PNW US Equity,PPG US Equity,PPL US Equity,PPW US Equity,PRDCQ US Equity,PRGO US Equity,PRGO UW Equity,PRU US Equity,PSA US Equity,PSX US Equity,PTC UQ Equity,PTC UW Equity,PTV US Equity,PVH US Equity,PVN US Equity,PWR US Equity,PXD US Equity,PYPL UW Equity,QCOM UQ Equity,QCOM UW Equity,QEP US Equity,QLGC UQ Equity,Low High Yield OAS,NonFarm ManufacturingWeekly hours,30Y T-Yield,MSCI Low Size,Total New Housing Started (000s),NonFarm Payroll (000s),Personal Income exl. Transfer,BCOM,CBOE Total Put-Call Ratio,Fear-Greed,MSCI Value,MSCI Momentum,MSCI Low Vol,MSCI High Div Yield
11/30/1999,18.7188,11.0625,,27,,,11.0833,42.281,42.281,60.2487,,10,1.2188,33.6563,10.6563,16.8333,,53.625,25.5625,36.0938,3.7411,10.667,25.125,,6.125,21.4375,19.0938,7.4074,9.9202,22.3125,,35.5313,35.5313,72.172,23.4583,19.875,41.6875,13.5313,,,12.4531,12.25,2.5875,46,10.875,1017.1824,,,83,,23.5313,,22.1875,18.4006,15.1806,,22.3018,14.3125,,33.3333,45.742,9.3889,23.375,10.1658,,,37.8125,4.4197,38.8125,10.396,36.4375,40.4688,,,25.25,12.3438,24.938,,,,8.0156,33.25,,37.938,39.949,,0.046,6.0758,40.4,40.4,16.125,,71.0132,8.0246,39.3125,50.0663,,45.5234,45.5234,142.5769,47,35.563,56.5,73.793,6.4457,33.5313,,12.1897,7.0625,,44.4174,44.4174,44.4174,40.1563,40.1563,10.4722,,126.123,37.1875,,5.5,664.0625,664.0625,3.5248,24.9375,31.4375,,,12.1766,5.4688,23.6875,13.4167,,12.9063,11.5625,7.3925,5.75,229.6864,,15,24.926,6.4212,19.5625,19.5625,,370,21.375,29.4219,29.4219,48.4063,48.4063,12.6094,0.0721,0.0721,48.625,32.8125,,,,49.5625,38.4375,10.5614,65.25,23.9375,38.6905,5.8956,44.0625,34.625,16.9531,16.9531,16.9531,0.767,10.375,15.75,10.5217,,36.7021,33.5667,26.625,26.625,4.4841,8.75,46.7818,5.4156,5.4156,22.375,33.5604,6.797,11.4688,11.4688,11.375,17.5,34.563,,4.3125,34.7186,,,54,36.75,6.7135,31.375,5.0156,,20,,51.5313,51.5313,55.75,12.4651,33.1875,29.281,10.7003,20.125,19.25,8.4063,8.4063,,22.813,,56.7188,56.7188,10.25,8.5,39.5625,18.6667,8.313,,45.2891,45.2891,,28.2813,13.57,41.8,6.163,2579.41, 127.4 ,130467,9816.9,90.0884,0.494285714,,192671.3032,47924.41736,1038.65,978.974247
12/31/1999,18.8125,12.0938,,22.125,,,11.2917,55.688,55.688,61.6621,,10.0625,1.1563,29.125,9.4375,18.1667,,59.5625,23.1875,36.0938,4.6921,10.115,25.8125,,5.25,21.4375,21.1719,7.379,12.6069,25.1563,,35.7813,35.7813,66.5,24.1667,21.875,40,13.75,,,14.9375,14.0625,3.7188,47.375,10.75,1228.1189,,,90.5,,25.2813,,22.625,19.2686,14.7144,,22.3018,13.125,,35.2083,40.313,10.1389,22.5,11.1071,,,41.6875,4.6777,36.4375,11.3382,34.0625,41.6563,,,26.6875,12.5781,26.375,,,,7.4375,31.8125,,41,40.915,,0.045,5.3236,45.35,45.35,16.375,,60.6348,7.4934,47.8438,59.2495,,58.375,58.375,179.9203,41.425,38.188,60.1875,72.6875,7.1854,39.0625,,12.3785,6.0625,,66.5236,66.5236,66.5236,47.1875,47.1875,11.1944,,133.16,47,,5.3594,773.4375,773.4375,4.0433,23.6875,30.375,,,14.3062,5.3516,24.5,11.5833,,13.375,10.625,7.0241,6.1953,319.2172,,13.9375,24.522,7.0689,39.9375,39.9375,,505,20.5,41.5313,41.5313,53,53,13.7031,0.0978,0.0978,47.75,29,,,,51.5625,49.125,9.9864,65.625,25.0625,33.6905,5.499,50,40.5,28.0156,28.0156,28.0156,0.717,10.375,19.3125,10.3719,,44.5866,33.5667,26.6667,26.6667,4.4709,8.2813,47.1478,5.8354,5.8354,20.5,37.0357,6.563,10.6563,10.6563,10.75,17.4063,35.25,,5.75,30.7491,,,54.7813,33.5,6.0938,34.2083,5.625,,19.9375,,80.1563,80.1563,44.5,12.9268,30.5625,31.281,10.6133,20.125,18.8125,8,8,,22.688,,67.6563,67.6563,10.625,8.3125,45.5313,18.8333,8.938,,88.0625,88.0625,,39.9688,13.34,42.1,6.293,2605.92, 113.6 ,130783,9904,92.2732,0.475909091,,196568.8615,54839.13261,1067.3,946.197624
1/31/2000,16.9063,10.8438,,21,,,11.75,58.625,58.625,58.5407,,8.3125,0.7813,28.7188,8.6875,16.8333,,53.4375,23.4375,35.0625,4.3502,9.333,21.5,,3.8125,18,17.8281,7.2371,13.6993,20.375,,47.3438,47.3438,66.875,24.5833,18.5,36.9375,14.9063,,,11.1563,12.875,4.1625,38.625,10.625,1769.0537,,,94.25,,20.8125,,22.125,20.8887,14.4813,,17.5229,10.4375,,33.375,37.375,9.3148,20.563,9.4834,,,35,5.0971,45.75,9.8708,34.3125,43.375,,,25.9375,10.3438,23.438,,,,6.6094,28.8125,,42,39.139,,0.047,4.8317,40.7,40.7,16.375,,70.9568,7.797,47,54.9951,,48.9375,48.9375,166.1743,41.1,31.875,46.5625,80.5625,5.7721,31.0938,,12.3785,5.8125,,65.6452,65.6452,65.6452,50.125,50.125,11.8333,,104.471,39.3125,,5.0156,740.625,740.625,3.6931,21.6875,29,,,12.8046,5.2734,20.375,11.3333,,13.75,8.625,7.2206,5.6875,438.2791,,12.5625,22.793,8.4489,33.375,33.375,,477.5,17,50.1875,50.1875,60.375,60.375,12.4375,0.0772,0.0772,45.25,29.9375,,,,53.1875,45.6875,10.289,59.375,18.3125,30.7738,5.7178,46.8438,35.375,24.9766,24.9766,24.9766,0.438,10.375,16.0625,9.5325,,40.8518,33.5667,29.375,29.375,4.3783,10.3438,47.8187,5.4568,5.4568,21.9375,33.4048,6.406,10.8906,10.8906,8.875,17.1875,34.125,,4.25,34.3039,,,50.5313,31.25,5.1875,28.8333,4.3594,12.0625,20.4375,,90.25,90.25,48,11.248,30.875,27.531,10.7583,20.125,23.75,8.5938,8.5938,,22.688,,53.5938,53.5938,9.25,6.75,42.1875,21.8333,8.563,,63.5,63.5,,38.2344,13.8,41.3,6.478,2751.04, 104.0 ,131011,10000.3,96.8149,0.488,,190490.7921,51072.71413,1035.67,913.530938
2/29/2000,18.7188,9.5625,,16.9375,,,11.4792,77.938,77.938,48.5287,,8.8125,0.8125,24.3125,7.4688,15.25,,46.875,20.375,37.9063,4.9515,7.417,18.5625,,3.0625,16.8125,18.125,7.4925,15.0574,16.875,,52.4688,52.4688,59.438,26.1667,17.438,27.625,14.0625,,,11.9531,11.8125,5.2042,33.625,12.2917,1708.1165,,,119.25,,18.3438,,22.8125,18.6321,12.8496,,15.7102,9.625,,25.5833,31.75,13.875,19.375,9.8599,,,28.625,4.839,48.4375,7.0285,30.125,51.25,,,30.4375,9.9375,22.188,,,,6.8438,24.625,,35.5,36.866,,0.044,4.6726,44.7,44.7,13.5,,55.5584,6.5639,38.6875,58.4712,,44.6875,44.6875,210.1616,36.9,38.625,37.375,76.0625,5.6928,48,,10.9222,4.625,,63.6835,63.6835,63.6835,66.8125,66.8125,10.2222,,120.1687,32.75,,5.625,896.875,896.875,3.161,19.25,27.0625,,,15.7259,4.8281,22.125,10.9167,,15.5,8.625,5.0839,3.5547,759.3712,,11.75,20.553,10.9272,33.0625,33.0625,,558.75,13.5625,94.375,94.375,56.5,56.5,12.4219,0.1333,0.1333,44.125,23.25,,,,68.375,42.25,10.0772,53.9375,13.8125,24.8214,4.9655,47.0938,29.8125,37.125,37.125,37.125,0.467,10.375,14.5,7.7039,,41.1284,33.5667,33.375,33.375,4.2229,8.375,48.3067,5.6708,5.6708,20.625,31.5374,6.453,9.0078,9.0078,8.75,14.5,32.125,,3.3125,30.4529,,,43.9375,28.9375,4.9583,24.1667,4.2031,10.875,20.1875,,193.0625,193.0625,38.6875,11.5418,27.5,24.688,9.3374,20.125,25.0625,7.3438,7.3438,,22.063,,75.7813,75.7813,8.3125,6.9375,32.3438,27,8.313,,71.2188,71.2188,,78,13.58,41.3,6.491,2578.82, 119.7 ,131121,10045.9,98.0632,0.4925,,177898.8522,52861.84237,982.27,817.042573
3/31/2000,22.9063,10.7188,,19,,,12.5,84.25,84.25,52.828,,9.6875,1.6563,23.4688,8.7813,17,,51.25,27.625,51.25,5.4034,8.333,22.75,,1.4375,21.5,24.25,9.8482,16.3269,20.8125,,55,55,62.625,28.8333,20.438,33.5,15.2188,,,14.5938,13.875,4.5063,37.125,13.875,1586.2421,,,105.75,,21.125,,22.75,19.095,14.6853,,18.0172,10.5,,34.7083,37.375,14.6111,21,10.7776,,,27.6875,4.7423,51.4375,7.6618,29.75,52.5,,,32.25,12,22.375,,,,8.0625,28.75,,47.5,37.022,,0.046,4.8028,58.75,58.75,14.6875,,56.066,7.9108,55.1563,68.7958,,53.125,53.125,178.393,44.65,40.938,43.625,82.8125,5.8117,63,,12.4324,3.75,,72.848,72.848,72.848,71.0625,71.0625,12.2222,,125.0404,40.125,,8.2031,970.3125,970.3125,3.4884,20.625,30.0625,,,18.0738,5.7578,22.4375,11.9167,,17.625,11.75,6.6312,4.9531,558.7472,,13.5,24.012,13.9125,28.625,28.625,,630,14.25,82.75,82.75,67.5625,67.5625,12.5,0.176,0.176,54,24.8125,,,,74.125,42.9375,9.3207,60.625,16.875,30.4762,5.4716,46.8125,34.75,39.0313,39.0313,39.0313,0.473,10.375,19.375,9.9522,303.1338,38.9153,33.5667,34.9167,34.9167,4.4312,10,43.6102,6.5844,6.5844,21,35.6871,9.125,9.5625,9.5625,8.125,14.8125,34.875,,3,34.6594,,,28.375,27.4375,6.3385,27.5417,5.2188,10.5,21.5,,203.6875,203.6875,45.0625,12.4441,28.1875,26.156,9.7143,20.125,23.75,7.5938,7.5938,,21,,52.6563,52.6563,8.6875,7.6875,43.3125,40.4583,10.5,,74.6563,74.6563,,67.75,14.05,41.3,6.14,2502.1, 133.4 ,131604,10078.6,98.5238,0.442173913,,196430.3243,57770.02598,1071.78,915.798686
4/28/2000,23.1563,9.625,,18.5,,,13.2708,74.875,74.875,54.5948,,8.125,1.2813,23.625,9.2813,17.7083,,49.0625,29.375,48.125,4.5114,9.188,23.25,,0.875,21.375,20.5156,8.4575,15.2641,22.2188,,57.125,57.125,77.125,25.2083,24.875,34.8125,15,,,12.375,13.375,4.5875,24.5,14.4583,1334.9933,,,118,,17,,23.875,21.4674,14.9184,,19.7201,12.3125,,32.9583,38.063,13.7917,16.938,11.3424,,,27.8125,4.1938,51.9375,8.2951,32.125,50.9688,14.7594,,25.4375,14.75,24.813,,,,7.7969,26.875,,53,36.212,,0.047,5.0632,54.9375,54.9375,15.4375,,62.7218,7.0571,49.2813,63.7113,,34.875,34.875,145.4025,43.925,34.5,47.8125,93.625,7.0136,69.6563,,12.729,3.5625,,61.2532,61.2532,61.2532,64.8125,64.8125,12.6111,,158.0598,35,,9.0156,985.9375,985.9375,3.2656,17,32.625,,,17.4459,5.6563,23.4375,10.7917,,20.3125,12.875,7.2697,5.4297,464.0602,,13.875,32.148,10.7864,19.625,19.625,,560,17.625,73.9375,73.9375,64.125,64.125,10.75,0.1857,0.1857,62,25.1875,,,,54.7188,41.1875,10.5614,65.1875,13.5,28.6905,5.5263,45.5313,32.5625,39.9688,39.9688,39.9688,0.45,10.375,18.1875,10.2819,184.0757,40.1141,33.5667,35.0833,35.0833,4.3122,10.7813,39.8896,6.2634,6.2634,25.9375,32.7304,10.438,12.0313,12.0313,8.1875,17.9375,36.688,,3.25,39.9324,,,29.875,31.0625,5.4531,31,5.375,11.875,22.0625,,191.875,191.875,43.625,12.8429,35.0625,27.188,11.0772,20.125,20.1875,5.6875,5.6875,,22.375,,20.3906,20.3906,8.1875,8.4375,44.0313,46.4375,10.313,,54.2188,54.2188,,50.1563,14.14,41.5,5.828,2694.16, 149.5 ,131883,10127.6,96.8817,0.561052632,,196915.2045,54735.43691,1083.37,913.200834
5/31/2000,19.6563,8.6836,,21,,,13.5,49.563,49.563,57.0095,,8.5,1.344,26.6875,9.9375,18.5833,,53,30.6875,51.75,4.2284,10.979,20.1875,,0.4375,20.0313,19.2891,8.571,14.4374,21,,59.0625,59.0625,76.125,29.4167,24.688,38.75,13.8438,,,11.6406,11.25,3.2125,27,12.7917,1144.6818,,,69.75,,19.25,,23.4375,20.1944,16.8997,,17.2757,13.5625,,38.5417,35.813,12.6146,16.438,11.5777,,,30.4375,5.1616,51.625,8.0325,38.625,49.3125,18.2683,,21.875,16.25,23.813,,,,8.125,28.9375,,48.938,35.847,,0.045,6.0469,48.8125,48.8125,15.375,,67.3469,8.2522,55.0313,59.3532,,31.2813,31.2813,114.5503,43.25,39.188,49.5625,70.625,6.908,69.9375,,13.9966,2.25,,51.7666,51.7666,51.7666,63.4375,63.4375,11.9167,,136.9491,32.125,,9.8281,1075,1075,2.7471,20,33.6797,,,18.9475,6.2109,23.0625,11.0417,,20.9375,21.8125,7.0978,5.3594,545.6223,,14.875,34.756,11.7158,8.3125,8.3125,,541.25,17.8125,64.5625,64.5625,65.8125,65.8125,9.7813,0.2378,0.2378,55,26.25,,,,46.3125,38.5625,11.439,73.5625,11.25,31.6667,6.3744,41.9688,29.125,35.9375,35.9375,35.9375,0.454,10.375,15.4375,11.3611,155.3666,45.7393,33.5667,35,35,4.4577,13.0625,42.4513,5.5144,5.5144,25.9375,31.4337,12.188,12.7344,12.7344,8.1875,18.625,40.688,,3,42.1837,,,33.25,33.9375,7.8229,27.7917,5.5469,11.5,22.5,,153.25,153.25,50.1875,13.1786,35.75,24.781,10.9613,20.125,19.1875,6,6,,22.313,,26.5625,26.5625,8.9375,8.6875,44.3125,49,14.938,,33.1875,33.1875,,24.5625,14.22,41.2,5.96,2702.37, 152.9 ,132105,10135.7,102.8426,0.580454545,,197224.6824,51356.70526,1068.36,928.857301
6/30/2000,17.6172,9.8984,,17.625,,,13.6719,58.563,58.563,54.0648,,6.8125,1.6875,28.7188,11.0313,18.0833,,53.1875,30.75,55.625,5.5763,10,21.75,,0.375,16.5,23.6406,9.2025,15.4707,18.7188,,63.9375,63.9375,99.875,33.3594,24.813,36.125,13.0078,,,10.2656,10.875,3.75,28.75,12.625,1319.9934,,,67.25,,16.875,,24.0156,20.4403,16.8123,,15.875,13.1875,,32.125,32.938,12.9479,20.938,10.7776,,,33.75,4.5487,49.8125,7.8163,36.4375,57.5,18.679,,20.375,16.0703,21.734,,,,8.125,43.4375,,40.453,34.697,,0.043,6.1481,48.125,48.125,13,,69.1519,7.6072,52.2188,69.1071,,40,40,111.1138,45,40.016,45.5,58.0625,5.6532,88.0625,,12.8319,2.625,,69.1588,69.1588,69.1588,67.9375,67.9375,8.0556,,125.5817,31.0625,,9.3125,1038.9656,1039.0625,2.5561,17.0625,30,,,17.9936,6.1875,21.625,10.0938,,19.5703,25.9375,7.325,4.9766,761.0118,,13.9375,30.05,14.8208,9.25,9.25,,682.3438,14.875,80.5,80.5,65.0625,65.0625,8.2969,0.2648,0.2648,57,25.75,,,,61.1875,39.5,11.4163,75.125,11.6875,26.75,5.6802,44.5313,25.8906,42.0313,42.0313,42.0313,0.463,10.375,9.2344,10.1021,225.4505,50.304,33.5667,42,42,3.8889,14.5938,39.0357,5.2263,5.2263,24.625,27.5045,11.309,12.75,12.75,9.5625,17.3125,44.438,,3.375,45.5016,,,28.375,32.375,6.1667,22.8333,5.4023,10.125,22.8281,,177.6875,177.6875,46.875,11.9248,33.875,22.156,10.1783,20.125,18.0625,6.3125,6.3125,,23.453,,27.5,27.5,7.875,9.5,45,55,12.766,,30,30,,33.0313,16.16,41.5,6.008,2698.07, 146.3 ,132062,10184.3,104.7638,0.497272727,,192237.1753,54440.48026,1082.13,866.741767
7/31/2000,19.5,9.7813,,17.5625,,,13.75,53.25,53.25,54.1237,,7.125,1.6565,30.6563,10.3438,22.25,,52.125,31.75,56.75,6.9375,10.458,20.25,,0.375,17.5,28,10.8982,16.1793,19.7813,,55.25,55.25,103.875,34.6667,28.125,43.625,13.1563,,,10.5313,9.6875,2.925,29.3125,15.75,1026.5574,,,45.0625,,12.0313,,23.6875,22.1617,18.5314,,17.3581,11.0625,,37.125,31.688,15.4306,24.375,11.1306,,,31.8125,3.839,51.0625,7.3683,37.6875,64.625,18.7138,,19.1875,17.9688,26.688,,,,7.3281,45.75,,42.188,37.65,,0.047,5.8443,47.0469,47.0469,13.813,,64.6677,7.4175,61,75.748,,34.9063,34.9063,121.8815,47.244,40.5,56.8125,56.9375,5.2041,81.5,,12.9987,2.8125,,67.4605,67.4605,67.4605,66.0625,66.0625,9.4444,,124.4991,35.6875,,7.5,1040.625,1040.625,2.6425,17.75,34.1875,,,19.0294,6.0313,17.6875,10.2917,,17.0313,26.5,7.6381,5.4688,608.9032,,13.3125,32.233,14.87,9.4688,9.4688,,742.5,18.6758,86.1875,86.1875,74.875,74.875,9.4375,0.25,0.25,61.625,26.9375,,,,55.9375,41.1875,11.7416,67.25,13.3125,26.875,5.8409,42.5,27.625,37.5938,37.5938,37.5938,0.481,10.375,5.5,9.7124,263.4477,48.9207,33.5667,45.75,45.75,4.1799,15.2813,33.7903,5.8683,5.8683,25.875,28.5289,15.984,13.25,13.25,8.5,16.8125,45.813,,3.8125,41.1173,,,28.5,31.6875,5.6042,23.7083,5.7344,11.375,23.875,,193.8125,193.8125,50.875,10.2827,39.5625,20.344,12.5271,20.125,18,6.75,6.75,,25.625,,25,25,9.25,9,50.9688,45.75,10.75,,32.4688,32.4688,,37.25,15.52,40.9,5.896,2611.21, 135.0 ,132228,10244.3,99.0044,0.5115,,193872.0706,53489.26094,1072.89,864.659473
8/31/2000,21.9785,12.4063,,20.2071,,,13.5417,65.625,65.625,55.1433,,7.0196,2.344,26.3223,11.3535,23.5547,,54.6446,34.4375,56.0196,9.25,13.49,18.875,,0.3438,17.6875,36.2549,12.5443,14.2012,22.1348,,71.9375,71.9375,73.02,35.1667,28.375,54.0196,14.625,,,11.208,10.5821,3.0125,28.8125,15.0964,1308.5091,,,67.8321,,13.8223,,24.1875,19.3843,18.424,,17.1555,9.8946,,43.8333,29.895,15.125,24.957,12.4322,,,27.3321,3.968,51.2696,7.3992,45.2696,72.4453,21.6657,,25.875,17.1875,23.75,,,,7.2969,45.0625,,40,38.886,,0.053,6.8859,52.8125,52.8125,14.688,,63.0778,8.3222,59.3203,89.3055,,34.9063,34.9063,132.8783,48.469,47.313,58.8321,70,4.8475,81.5,,14.4011,3.0625,,64.8254,64.8254,64.8254,87.6875,87.6875,11.8056,,133.7013,37.5,,9.6875,1189.0625,1189.0625,3.4111,20.9571,40.5,,,21.1862,6.6719,18.5625,11.9167,,21.625,28.0821,9.4065,4.9478,757.4962,,12.8906,35.304,15.6304,12.25,12.25,,815,16.0821,117,117,84.3125,84.3125,9.1924,0.3307,0.3307,73.5,25.9571,,,,55.4375,39.2071,10.9548,67.9571,13.0821,29.3125,6.9943,41.7285,29.875,45.4688,45.4688,45.4688,0.508,10.375,5.1875,10.3625,297.2231,49.6729,33.5667,44.625,44.625,4.4709,15.875,35.7001,5.5885,5.5885,28.9571,27.9065,19,11.875,11.875,8.8946,18.1345,42.645,,4.625,40.8951,,,30.916,32.5,6.3177,23.2083,8.2393,11.6875,24.1875,,236,236,58.9571,10.9122,41.2071,20.26,15.552,20.125,17,7.4063,7.4063,,24.375,,33.4375,33.4375,11.0196,9.125,57.4785,46.75,13.875,,29.9375,29.9375,,56.75,16.33,41.1,5.782,2636.81, 141.4 ,132234,10298.3,108.1696,0.516956522,,203515.6886,57826.12496,1132.32,900.227181
9/29/2000,19.25,13.4688,,25.3125,,,14.0833,41.188,41.188,52.5924,,6.0625,2.2815,27.5625,11.2813,25.6667,,50.8125,40.1446,57.6875,8.6875,13.896,19.125,,0.25,15.8125,37.1563,13.5093,13.4335,18.6875,,64.75,64.75,81.125,38.75,32.93,48.125,14.6973,,,11.2188,9.1875,2.0938,27.25,16.1667,1156.8692,,,37.5,,13.0625,,23.9375,19.6736,16.9871,,16.3693,11.5,,47.4167,30.188,11.0208,30.563,12.9661,,,29.5,5.6778,51.8125,7.4147,46.375,66,23.3923,,22.625,19.0938,21.813,,31.375,,7.4375,45.625,,38.28,38.094,,0.057,6.8136,54.4375,54.4375,14.5,,67.1777,8.6127,66.375,75.9036,,30.1563,30.1563,106.0735,51,44,61.125,65,4.1738,46,,13.9831,2.875,,75.4246,75.4246,75.4246,80.4375,80.4375,11.9722,,115.297,29.9375,,9.2813,1310,1310,3.0563,22,40.5,,,22.0599,8.2212,17,14.4167,,23.3438,28.5,9.5861,5.0078,845.6208,,15.7696,41.22,14.0815,9.9375,9.9375,,603.75,14.5,127.375,127.375,88.875,88.875,7.5938,0.3411,0.3411,81,22.8125,,,,46.75,39.3125,11.2877,79.125,9.25,28.9375,8.7041,36.4688,26.5625,39.375,39.375,39.375,0.488,10.375,2.75,10.4618,357.5965,43.1572,33.5667,52.5,52.5,4.4577,15.0313,38.4867,4.8807,4.8807,24.2071,26.2466,19.188,11.25,11.25,9.4375,22.3535,46,,4.6875,42.58,,,33.5,33.3946,6.8229,22.5,8.25,11.0625,24.5625,,215.25,215.25,65,8.9816,50.8946,19.844,19.3798,20.125,13.4375,6.8438,6.8438,,23.938,,27.3438,27.3438,11.1875,10.3125,63.5,28.375,14.188,,35.625,35.625,,44,16.47,41.4,5.668,2799.05, 128.9 ,132338,10308.4,106.975,0.573,,202379.3377,52458.8197,1124.65,940.725401
10/31/2000,21.25,14.875,,24.6875,,,13.4167,33.813,33.813,62.1922,,5.9375,1.844,30.1875,11.2813,25.0417,,50.25,35.1875,54.1875,8.6875,15.156,21.875,,0.25,16.375,32.25,14.5878,14.9688,18.625,,64.5625,64.5625,89.375,34.625,35.85,48.375,15.1563,,,11.4219,8.5,1.9375,38.5,19,715.3089,,,41.25,,16.2813,,22,18.1692,18.881,,16.4243,12.9375,,48.4583,31,10.5417,28.063,13.1563,,,31.75,5.0003,54.3125,8.6504,48.25,70,24.6176,,19.25,17.2813,21.813,,27.25,,7.9219,43.9375,,38.4,40.393,,0.056,8.4772,54,54,12.938,,81.166,8.2522,65.375,66.6686,,34.4375,34.4375,91.4111,50.2,46.688,68.125,62.125,5.7456,34.75,,12.4998,2.625,,65.2206,65.2206,65.2206,66.3125,66.3125,12.4444,,138.0317,33.0625,,9.1719,1272.5,1272.5,2.7698,21.375,40.5,,,18.1557,8.25,13.5625,13.4583,,18.875,28.875,9.7994,4.9922,746.2463,,16,38.101,13.1803,9,9,,455,14.125,119,119,85.375,85.375,8.6719,0.2589,0.2589,103.4,19.1875,,,,38.4375,36.75,11.1364,81.5625,5.9375,27.6875,8.6725,46.125,28.6875,33,33,33,0.6,10.375,1.375,9.5325,361.8184,41.9584,33.5667,56.6875,56.6875,4.2857,17.3125,28.9718,5.5391,5.5391,26.9375,27.8027,18.875,15.6563,15.6563,8.125,20.75,48.438,,4.4375,40.9395,,,35.7188,34.375,8.1875,27.5833,8.3281,14.6875,23.5,,169.5,169.5,66.875,10.0099,43.4375,22.313,19.1097,20.125,10.0625,6.625,6.625,,22.5,,30.7813,30.7813,10.5,11.875,52,31.0625,13.063,,32.5547,32.5547,,48.375,18.34,41.3,5.885,2736.61, 139.7 ,132352,10337.7,103.8204,0.692857143,,205322.0823,50089.94907,1138.26,995.189622
